price,floor,floors_count,rooms_count,total_m2,price_per_m2,year_of_construction,living_m2,kitchen_m2,district,underground,city
9408000,5,8,1,29.4,320000,2012,45.85868263473054,14.677022274325909,преображенское,преображенская площадь,москва
46836600,39,66,1,50.2,933000,2020,45.85868263473054,14.677022274325909,пресненский,выставочная,москва
20400000,13,39,1,40.0,510000,2023,45.85868263473054,14.677022274325909,ростокино,ботанический сад,москва
56494312,3,6,1,59.96,942200,2024,17.0,24.0,замоскворечье,новокузнецкая,москва
12999999,3,3,1,46.0,282608,2012,38.0,3.0,преображенское,преображенская площадь,москва
122510000,1,6,1,111.8,1095796,2025,35.0,34.0,басманный,чистые пруды,москва
25500000,10,16,1,42.2,604265,2012,20.0,10.0,беговой,unspecified,москва
160192329,2,14,1,101.91,1571900,2025,45.85868263473054,14.677022274325909,хамовники,киевская,москва
14500000,4,15,1,41.0,353658,2019,45.85868263473054,14.677022274325909,unspecified,саларьево,москва
161070000,4,6,1,88.1,1828263,2025,16.0,36.0,басманный,чистые пруды,москва
8740000,9,9,1,34.4,254069,1980,45.85868263473054,14.677022274325909,люблино,братиславская,москва
10531500,4,25,1,35.7,295000,2025,12.0,15.0,войковский,водный стадион,москва
20000000,3,11,1,43.0,465116,2012,28.0,10.0,басманный,курская,москва
12800000,6,14,1,47.52,269360,2023,45.85868263473054,14.677022274325909,ясенево,тёплый стан,москва
13000000,13,25,1,34.5,376811,2016,17.0,8.0,чертаново южное,аннино,москва
40809470,13,17,3,202.0,202027,2024,45.85868263473054,14.677022274325909,филевский парк,филёвский парк,москва
8535700,10,13,1,23.4,364773,2021,45.85868263473054,14.677022274325909,даниловский,зил,москва
57456000,3,9,1,53.2,1080000,2023,15.0,32.0,якиманка,октябрьская,москва
7650000,2,2,1,29.0,263793,2012,45.85868263473054,14.677022274325909,савеловский,петровский парк,москва
18033175,6,30,3,202.0,89273,2025,13.0,16.0,щукино,стрешнево,москва
11940000,13,22,1,37.1,321832,2021,45.85868263473054,17.0,unspecified,саларьево,москва
18494712,12,21,3,202.0,91557,2025,14.0,11.0,басманный,электрозаводская,москва
18900000,4,31,1,50.0,378000,2022,20.0,17.0,раменки,аминьевская,москва
20952000,9,25,1,43.2,484999,2022,45.85868263473054,14.677022274325909,хорошевский,беговая,москва
23000000,7,14,1,37.0,621621,2019,14.0,11.0,даниловский,зил,москва
21204800,23,25,1,46.4,457000,2022,45.85868263473054,14.677022274325909,хорошевский,беговая,москва
12650000,3,4,1,46.3,273218,2012,45.85868263473054,14.677022274325909,соколиная гора,измайлово,москва
21761000,15,25,1,46.3,470000,2022,45.85868263473054,14.677022274325909,хорошевский,беговая,москва
6000000,3,6,1,19.0,315789,2021,15.0,4.0,марфино,окружная,москва
51658200,2,9,1,52.18,990000,2023,16.0,31.0,якиманка,октябрьская,москва
13850000,17,18,1,40.0,346250,2012,45.85868263473054,14.677022274325909,теплый стан,коньково,москва
